code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,average_score
CCC,2014J,M,South East Region,HE Qualification,90-100%,35-55,0,90,N,Pass,88.6
CCC,2014J,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,87.88888888888889
CCC,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,33.0
CCC,2014J,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,56.0
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,92.75
CCC,2014J,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,64.88888888888889
CCC,2014J,M,South Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,100.0
CCC,2014J,M,North Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,15.5
CCC,2014J,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Fail,46.375
CCC,2014J,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,83.2
CCC,2014J,M,London Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,71.44444444444444
CCC,2014J,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,Withdrawn,
CCC,2014J,F,South Region,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction,92.44444444444444
CCC,2014J,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,1,30,N,Withdrawn,56.0
CCC,2014J,M,South Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn,51.42857142857143
CCC,2014J,M,North Western Region,HE Qualification,90-100%,35-55,0,90,N,Withdrawn,
CCC,2014J,M,South Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,74.33333333333333
CCC,2014J,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,85.66666666666667
CCC,2014J,M,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,95.11111111111111
CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,1,90,Y,Fail,33.0
CCC,2014J,F,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,23.0
CCC,2014J,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn,49.666666666666664
CCC,2014J,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass,63.77777777777778
CCC,2014J,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Pass,79.44444444444444
CCC,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,57.0
CCC,2014J,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,73.44444444444444
CCC,2014J,M,London Region,HE Qualification,80-90%,35-55,0,30,N,Fail,78.0
CCC,2014J,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,85.6
CCC,2014J,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,
CCC,2014J,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,84.55555555555556
CCC,2014J,F,London Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,74.88888888888889
CCC,2014J,F,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction,94.2
CCC,2014J,F,East Anglian Region,No Formal quals,40-50%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,88.55555555555556
CCC,2014J,M,South Region,HE Qualification,70-80%,0-35,1,30,N,Distinction,96.16666666666667
CCC,2014J,M,North Western Region,A Level or Equivalent,50-60%,35-55,0,90,N,Withdrawn,
CCC,2014J,F,North Region,Post Graduate Qualification,,35-55,1,30,N,Distinction,98.55555555555556
CCC,2014J,M,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,
CCC,2014J,M,South Region,Lower Than A Level,90-100%,0-35,1,90,N,Withdrawn,
CCC,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,42.55555555555556
CCC,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,86.33333333333333
CCC,2014J,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,65.375
CCC,2014J,F,South West Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail,23.142857142857142
CCC,2014J,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,56.0
CCC,2014J,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,89.88888888888889
CCC,2014J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,Yorkshire Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,8.0
CCC,2014J,M,Scotland,HE Qualification,0-10%,0-35,0,60,Y,Pass,79.88888888888889
CCC,2014J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,72.0
CCC,2014J,M,East Midlands Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,88.22222222222223
CCC,2014J,M,North Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,27.75
CCC,2014J,M,West Midlands Region,HE Qualification,90-100%,0-35,0,30,N,Pass,48.625
CCC,2014J,F,Wales,HE Qualification,0-10%,0-35,1,90,N,Withdrawn,94.0
CCC,2014J,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,
CCC,2014J,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,60.333333333333336
CCC,2014J,M,North Western Region,Lower Than A Level,80-90%,0-35,1,90,N,Withdrawn,78.0
CCC,2014J,F,South Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Withdrawn,
CCC,2014J,F,London Region,HE Qualification,0-10%,0-35,0,30,N,Pass,80.88888888888889
CCC,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,North Western Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,90.0
CCC,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,58.375
CCC,2014J,F,North Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn,9.0
CCC,2014J,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,85.83333333333333
CCC,2014J,M,South Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,79.11111111111111
CCC,2014J,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,66.0
CCC,2014J,M,Wales,Lower Than A Level,80-90%,0-35,1,60,N,Pass,83.77777777777777
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,Y,Pass,67.125
CCC,2014J,M,London Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,70.85714285714286
CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,1,30,N,Fail,81.5
CCC,2014J,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,91.88888888888889
CCC,2014J,M,London Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Withdrawn,54.0
CCC,2014J,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,49.44444444444444
CCC,2014J,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,58.333333333333336
CCC,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,57.166666666666664
CCC,2014J,M,South East Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,
CCC,2014J,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,61.0
CCC,2014J,M,London Region,HE Qualification,40-50%,0-35,0,60,N,Distinction,90.25
CCC,2014J,F,Ireland,Post Graduate Qualification,,0-35,0,60,N,Pass,83.11111111111111
CCC,2014J,M,North Region,Lower Than A Level,,0-35,0,30,N,Fail,61.77777777777778
CCC,2014J,F,Scotland,Lower Than A Level,50-60%,0-35,0,30,N,Pass,84.66666666666667
CCC,2014J,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,90.75
CCC,2014J,M,South West Region,Lower Than A Level,10-20,35-55,0,90,Y,Withdrawn,1.0
CCC,2014J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,78.0
CCC,2014J,F,South Region,A Level or Equivalent,20-30%,35-55,1,60,N,Withdrawn,79.66666666666667
CCC,2014J,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,44.0
CCC,2014J,F,North Region,HE Qualification,,55<=,0,60,N,Pass,65.66666666666667
CCC,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,73.33333333333333
CCC,2014J,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,Y,Pass,70.57142857142857
CCC,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,77.66666666666667
CCC,2014J,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Distinction,98.22222222222223
CCC,2014J,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,79.875
CCC,2014J,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,80.42857142857143
CCC,2014J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,33.0
CCC,2014J,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail,56.666666666666664
CCC,2014J,M,South East Region,A Level or Equivalent,60-70%,0-35,0,150,Y,Withdrawn,22.5
CCC,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,86.5
CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,57.0
CCC,2014J,M,London Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,71.75
CCC,2014J,M,London Region,A Level or Equivalent,20-30%,35-55,1,180,N,Withdrawn,
CCC,2014J,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,South West Region,A Level or Equivalent,70-80%,0-35,1,180,N,Pass,63.0
CCC,2014J,M,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,73.75
CCC,2014J,F,South East Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn,
CCC,2014J,M,Wales,Lower Than A Level,0-10%,0-35,1,60,Y,Withdrawn,35.0
CCC,2014J,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,52.0
CCC,2014J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,92.0
CCC,2014J,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,99.33333333333333
CCC,2014J,M,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Fail,48.22222222222222
CCC,2014J,F,North Western Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn,64.4
CCC,2014J,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Pass,82.0
CCC,2014J,M,North Western Region,A Level or Equivalent,10-20,0-35,1,60,N,Distinction,89.0
CCC,2014J,M,Wales,HE Qualification,80-90%,0-35,1,60,N,Distinction,91.88888888888889
CCC,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,67.0
CCC,2014J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,Y,Withdrawn,11.0
CCC,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,62.333333333333336
CCC,2014J,M,Scotland,HE Qualification,0-10%,0-35,0,90,N,Withdrawn,61.0
CCC,2014J,M,North Region,A Level or Equivalent,90-100%,0-35,0,30,N,Withdrawn,74.33333333333333
CCC,2014J,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass,84.44444444444444
CCC,2014J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,1,30,N,Fail,49.0
CCC,2014J,F,Ireland,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,71.22222222222223
CCC,2014J,F,Ireland,A Level or Equivalent,60-70%,0-35,0,120,N,Fail,71.2
CCC,2014J,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,69.33333333333333
CCC,2014J,M,London Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,94.44444444444444
CCC,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,87.77777777777777
CCC,2014J,M,South East Region,A Level or Equivalent,20-30%,0-35,0,240,N,Withdrawn,
CCC,2014J,M,East Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Pass,83.22222222222223
CCC,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,0.0
CCC,2014J,M,Wales,HE Qualification,50-60%,0-35,0,120,N,Distinction,97.0
CCC,2014J,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,84.22222222222223
CCC,2014J,M,North Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,70.5
CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Withdrawn,
CCC,2014J,M,South West Region,HE Qualification,30-40%,0-35,0,30,N,Fail,68.77777777777777
CCC,2014J,M,North Region,HE Qualification,,35-55,0,30,N,Distinction,94.44444444444444
CCC,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,86.25
CCC,2014J,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,London Region,Post Graduate Qualification,20-30%,35-55,0,90,N,Distinction,99.55555555555556
CCC,2014J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,63.22222222222222
CCC,2014J,F,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,77.55555555555556
CCC,2014J,M,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Distinction,97.22222222222223
CCC,2014J,M,North Region,HE Qualification,,0-35,0,60,N,Distinction,97.77777777777777
CCC,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,98.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,81.5
CCC,2014J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,65.0
CCC,2014J,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,67.875
CCC,2014J,M,West Midlands Region,HE Qualification,60-70%,35-55,0,30,N,Pass,71.66666666666667
CCC,2014J,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,72.55555555555556
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,1,30,N,Fail,60.0
CCC,2014J,F,South West Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn,67.0
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,30,N,Distinction,93.0
CCC,2014J,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,
CCC,2014J,F,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,82.8
CCC,2014J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,76.875
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,22.0
CCC,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,48.714285714285715
CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,93.0
CCC,2014J,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,89.77777777777777
CCC,2014J,M,North Region,HE Qualification,,35-55,0,60,N,Distinction,97.0
CCC,2014J,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,87.625
CCC,2014J,M,Scotland,HE Qualification,40-50%,0-35,1,60,N,Withdrawn,67.0
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn,44.0
CCC,2014J,F,London Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn,95.66666666666667
CCC,2014J,M,Wales,Post Graduate Qualification,80-90%,35-55,0,30,N,Distinction,94.11111111111111
CCC,2014J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,18.0
CCC,2014J,M,Scotland,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,93.0
CCC,2014J,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,
CCC,2014J,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,79.88888888888889
CCC,2014J,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,53.25
CCC,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn,
CCC,2014J,F,South East Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,16.5
CCC,2014J,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction,97.33333333333333
CCC,2014J,F,London Region,Post Graduate Qualification,20-30%,35-55,0,60,N,Withdrawn,90.66666666666667
CCC,2014J,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,90,N,Fail,50.75
CCC,2014J,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction,82.5
CCC,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,60.0
CCC,2014J,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Pass,55.55555555555556
CCC,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,82.8
CCC,2014J,M,North Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,54.142857142857146
CCC,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,0,30,N,Pass,73.0
CCC,2014J,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,100.0
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,72.77777777777777
CCC,2014J,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,
CCC,2014J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,78.22222222222223
CCC,2014J,M,North Region,Post Graduate Qualification,,35-55,0,60,N,Distinction,98.77777777777777
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn,78.0
CCC,2014J,M,South East Region,HE Qualification,60-70%,0-35,0,90,N,Withdrawn,75.66666666666667
CCC,2014J,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,88.2
CCC,2014J,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,97.0
CCC,2014J,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,75.66666666666667
CCC,2014J,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,65.66666666666667
CCC,2014J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,86.33333333333333
CCC,2014J,F,East Anglian Region,HE Qualification,70-80%,35-55,0,30,N,Distinction,94.6
CCC,2014J,F,Ireland,Lower Than A Level,,0-35,0,30,N,Withdrawn,60.0
CCC,2014J,M,East Midlands Region,HE Qualification,90-100%,0-35,0,120,N,Pass,93.88888888888889
CCC,2014J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,83.11111111111111
CCC,2014J,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,71.875
CCC,2014J,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,52.333333333333336
CCC,2014J,M,London Region,HE Qualification,40-50%,35-55,1,60,N,Withdrawn,
CCC,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,56.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,66.5
CCC,2014J,M,North Region,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn,67.0
CCC,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,53.333333333333336
CCC,2014J,M,Ireland,Post Graduate Qualification,,0-35,1,30,N,Pass,58.111111111111114
CCC,2014J,M,South Region,A Level or Equivalent,40-50%,0-35,0,150,Y,Withdrawn,25.5
CCC,2014J,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,97.55555555555556
CCC,2014J,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,79.4
CCC,2014J,F,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction,96.77777777777777
CCC,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,61.888888888888886
CCC,2014J,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Distinction,97.77777777777777
CCC,2014J,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Distinction,90.33333333333333
CCC,2014J,F,North Region,A Level or Equivalent,,0-35,0,120,N,Distinction,94.77777777777777
CCC,2014J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,33.0
CCC,2014J,M,London Region,HE Qualification,70-80%,0-35,0,30,N,Pass,88.8
CCC,2014J,M,North Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Withdrawn,67.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,84.0
CCC,2014J,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,81.5
CCC,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,
CCC,2014J,M,North Region,HE Qualification,40-50%,0-35,0,150,N,Distinction,94.77777777777777
CCC,2014J,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,Y,Pass,74.0
CCC,2014J,M,Scotland,HE Qualification,30-40%,0-35,0,60,Y,Pass,67.11111111111111
CCC,2014J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,22.0
CCC,2014J,M,Scotland,HE Qualification,50-60%,35-55,0,90,N,Withdrawn,6.0
CCC,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,44.375
CCC,2014J,M,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Distinction,94.77777777777777
CCC,2014J,M,North Region,A Level or Equivalent,,35-55,0,120,Y,Distinction,98.11111111111111
CCC,2014J,M,South West Region,A Level or Equivalent,0-10%,0-35,0,150,N,Withdrawn,
CCC,2014J,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,88.22222222222223
CCC,2014J,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,67.0
CCC,2014J,F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,84.5
CCC,2014J,M,Wales,HE Qualification,30-40%,55<=,0,280,N,Withdrawn,
CCC,2014J,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,22.0
CCC,2014J,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,78.5
CCC,2014J,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,150,N,Fail,52.375
CCC,2014J,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,360,Y,Withdrawn,
CCC,2014J,M,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,
CCC,2014J,M,London Region,No Formal quals,10-20,35-55,0,90,N,Withdrawn,67.0
CCC,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,
CCC,2014J,F,South West Region,HE Qualification,40-50%,35-55,0,90,N,Withdrawn,
CCC,2014J,M,South West Region,Lower Than A Level,10-20,0-35,0,150,Y,Pass,69.77777777777777
CCC,2014J,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,49.8
CCC,2014J,M,North Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,67.44444444444444
CCC,2014J,M,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,28.5
CCC,2014J,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass,80.33333333333333
CCC,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,62.5
CCC,2014J,M,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,North Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn,
CCC,2014J,F,Wales,Lower Than A Level,10-20,0-35,0,30,N,Distinction,89.0
CCC,2014J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,86.55555555555556
CCC,2014J,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,
CCC,2014J,M,London Region,Lower Than A Level,10-20,35-55,0,150,N,Withdrawn,
CCC,2014J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,73.6
CCC,2014J,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,72.0
CCC,2014J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,150,N,Withdrawn,32.5
CCC,2014J,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,92.4
CCC,2014J,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,55.125
CCC,2014J,M,Wales,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn,
CCC,2014J,M,East Midlands Region,HE Qualification,70-80%,35-55,0,120,N,Withdrawn,52.8
CCC,2014J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,
CCC,2014J,F,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,
CCC,2014J,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,
CCC,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,84.0
CCC,2014J,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,
CCC,2014J,M,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,N,Distinction,86.33333333333333
CCC,2014J,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail,74.0
CCC,2014J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,
CCC,2014J,M,London Region,HE Qualification,0-10%,35-55,0,60,Y,Withdrawn,44.666666666666664
CCC,2014J,M,East Anglian Region,Lower Than A Level,80-90%,55<=,0,60,N,Withdrawn,
